"timestamp","board","chip","probe","port","duration_sec","flashed","reset","boot_seen","task_banner_seen","commands_sent","commands_passed","commands_failed","health_lines","max_feeds","max_stale","max_rx_overflow","max_tx_overflow","max_cmd_drop","fault_lines","error_lines","command_failures","log"
"20260414_163002","f411-nucleo","STM32F411RETx","","COM6","20","False","False","False","False","15","15","0","8","15640","0","0","0","0","0","0","","app_soak_runs\20260414_163002\session.log"
