"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"5","mutex_lock_unlock","1000","0","38","38",,,"44"
"5","mutex_waiter_wake_latency","1000","0","1332","1342",,,"2251"
"5","priority_inheritance_enter_latency","1000","0","1526","1540",,,"2447"
"5","priority_inheritance_exit_latency","1000","0","2188","2203",,,"3108"
"5","soft_timer_callback_to_task","1000","0","657","683",,,"686"
"6","context_switch_a_to_b","999","1","428","428","428","429","437"
"6","semaphore_give_to_taskb_wake","1000","0","773","787",,,"1715"
"6","sleep_1tick_extra","1000","0","1076","1078",,,"1096"
"6","tim2_irq_to_task","1000","0","720","720",,,"720"
"6","queue_wake_latency","1000","0","708","708",,,"708"
"6","queue_end_to_end_latency","1000","0","934","934",,,"934"
"6","mutex_lock_unlock","1000","0","38","38",,,"44"
"6","mutex_waiter_wake_latency","1000","0","1332","1344",,,"2244"
"6","priority_inheritance_enter_latency","1000","0","1526","1538",,,"2458"
"6","priority_inheritance_exit_latency","1000","0","2188","2206",,,"3103"
"6","soft_timer_callback_to_task","1000","0","657","683",,,"686"
"7","context_switch_a_to_b","999","1","428","431","428","429","937"
"7","semaphore_give_to_taskb_wake","1000","0","771","786",,,"1312"
"7","sleep_1tick_extra","1000","0","1076","1081",,,"1096"
"7","tim2_irq_to_task","1000","0","720","720",,,"720"
"7","queue_wake_latency","1000","0","708","708",,,"708"
"7","queue_end_to_end_latency","1000","0","934","934",,,"934"
"7","mutex_lock_unlock","1000","0","38","38",,,"510"
"7","mutex_waiter_wake_latency","1000","0","1332","1342",,,"1847"
"7","priority_inheritance_enter_latency","1000","0","1526","1539",,,"2447"
"7","priority_inheritance_exit_latency","1000","0","2188","2202",,,"3091"
"7","soft_timer_callback_to_task","1000","0","657","683",,,"686"
"8","context_switch_a_to_b","999","1","428","430","428","429","949"
"8","semaphore_give_to_taskb_wake","1000","0","773","786",,,"1316"
"8","sleep_1tick_extra","1000","0","1076","1078",,,"1096"
"8","tim2_irq_to_task","1000","0","720","720",,,"720"
"8","queue_wake_latency","1000","0","708","708",,,"708"
"8","queue_end_to_end_latency","1000","0","934","934",,,"934"
"8","mutex_lock_unlock","1000","0","38","38",,,"510"
"8","mutex_waiter_wake_latency","1000","0","1332","1341",,,"1844"
"8","priority_inheritance_enter_latency","1000","0","1525","1535",,,"2044"
"8","priority_inheritance_exit_latency","1000","0","2188","2205",,,"3103"
"8","soft_timer_callback_to_task","1000","0","657","683",,,"686"
"9","context_switch_a_to_b","999","1","428","431","428","429","938"
"9","semaphore_give_to_taskb_wake","1000","0","771","786",,,"1311"
"9","sleep_1tick_extra","1000","0","1076","1081",,,"1103"
"9","tim2_irq_to_task","1000","0","720","720",,,"720"
"9","queue_wake_latency","1000","0","708","708",,,"708"
"9","queue_end_to_end_latency","1000","0","934","934",,,"934"
"9","mutex_lock_unlock","1000","0","38","38",,,"44"
"9","mutex_waiter_wake_latency","1000","0","1332","1344",,,"2258"
"9","priority_inheritance_enter_latency","1000","0","1526","1537",,,"2043"
"9","priority_inheritance_exit_latency","1000","0","2188","2204",,,"3116"
"9","soft_timer_callback_to_task","1000","0","657","683",,,"686"
"10","context_switch_a_to_b","999","1","428","428","428","429","575"
"10","semaphore_give_to_taskb_wake","1000","0","774","787",,,"1312"
"10","sleep_1tick_extra","1000","0","1076","1081",,,"1103"
"10","tim2_irq_to_task","1000","0","720","720",,,"720"
"10","queue_wake_latency","1000","0","708","708",,,"708"
"10","queue_end_to_end_latency","1000","0","934","934",,,"934"
"10","mutex_lock_unlock","1000","0","38","38",,,"509"
"10","mutex_waiter_wake_latency","1000","0","1332","1342",,,"1848"
"10","priority_inheritance_enter_latency","1000","0","1526","1539",,,"2458"
"10","priority_inheritance_exit_latency","1000","0","2188","2203",,,"3086"
"10","soft_timer_callback_to_task","1000","0","657","683",,,"686"
