"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"8","tim2_irq_to_task","1000","0","728","728",,,"728"
"8","queue_wake_latency","1000","0","725","725",,,"725"
"8","queue_end_to_end_latency","1000","0","950","950",,,"950"
"8","mutex_lock_unlock","1000","0","38","38",,,"43"
"8","mutex_waiter_wake_latency","1000","0","1329","1333",,,"1736"
"8","priority_inheritance_enter_latency","1000","0","1529","1556",,,"2440"
"8","priority_inheritance_exit_latency","1000","0","2205","2209",,,"2613"
"8","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"9","context_switch_a_to_b","999","1","429","431","429","430","948"
"9","semaphore_give_to_taskb_wake","1000","0","768","772",,,"1308"
"9","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"9","tim2_irq_to_task","1000","0","728","728",,,"728"
"9","queue_wake_latency","1000","0","725","725",,,"725"
"9","queue_end_to_end_latency","1000","0","950","950",,,"950"
"9","mutex_lock_unlock","1000","0","38","38",,,"509"
"9","mutex_waiter_wake_latency","1000","0","1328","1354",,,"2244"
"9","priority_inheritance_enter_latency","1000","0","1529","1534",,,"2451"
"9","priority_inheritance_exit_latency","1000","0","2204","2233",,,"3121"
"9","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"10","context_switch_a_to_b","999","1","429","431","429","430","938"
"10","semaphore_give_to_taskb_wake","1000","0","768","772",,,"1307"
"10","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"10","tim2_irq_to_task","1000","0","728","728",,,"728"
"10","queue_wake_latency","1000","0","673","783",,,"1243"
"10","queue_end_to_end_latency","1000","0","898","1020",,,"1498"
"10","mutex_lock_unlock","1000","0","38","38",,,"508"
"10","mutex_waiter_wake_latency","1000","0","1329","1358",,,"2242"
"10","priority_inheritance_enter_latency","1000","0","1529","1529",,,"1530"
"10","priority_inheritance_exit_latency","1000","0","2205","2238",,,"3121"
"10","soft_timer_callback_to_task","1000","0","656","678",,,"683"
