"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"1","context_switch_a_to_b","999","1","429","431","429","430","940"
"1","semaphore_give_to_taskb_wake","1000","0","768","773",,,"1710"
"1","sleep_1tick_extra","1000","0","1081","1083",,,"1101"
"1","tim2_irq_to_task","1000","0","728","728",,,"728"
"1","queue_wake_latency","1000","0","673","781",,,"1238"
"1","queue_end_to_end_latency","1000","0","898","1018",,,"1493"
"1","mutex_lock_unlock","1000","0","38","38",,,"508"
"1","mutex_waiter_wake_latency","1000","0","1328","1344",,,"2242"
"1","priority_inheritance_enter_latency","1000","0","1529","1544",,,"2462"
"1","priority_inheritance_exit_latency","1000","0","2204","2222",,,"3121"
"1","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"2","context_switch_a_to_b","999","1","429","430","429","430","938"
"2","semaphore_give_to_taskb_wake","1000","0","768","773",,,"1309"
"2","sleep_1tick_extra","1000","0","1081","1083",,,"1097"
"2","tim2_irq_to_task","1000","0","687","773",,,"1241"
"2","queue_wake_latency","1000","0","728","739",,,"1243"
"2","queue_end_to_end_latency","1000","0","953","973",,,"1498"
"2","mutex_lock_unlock","1000","0","38","38",,,"43"
"2","mutex_waiter_wake_latency","1000","0","1329","1331",,,"1841"
"2","priority_inheritance_enter_latency","1000","0","1529","1531",,,"1934"
"2","priority_inheritance_exit_latency","1000","0","2205","2218",,,"3118"
"2","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"3","context_switch_a_to_b","999","1","429","433","429","430","1722"
"3","semaphore_give_to_taskb_wake","1000","0","768","774",,,"1711"
"3","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"3","tim2_irq_to_task","1000","0","728","728",,,"728"
"3","queue_wake_latency","1000","0","725","725",,,"725"
"3","queue_end_to_end_latency","1000","0","950","950",,,"950"
"3","mutex_lock_unlock","1000","0","38","38",,,"43"
"3","mutex_waiter_wake_latency","1000","0","1329","1329",,,"1329"
"3","priority_inheritance_enter_latency","1000","0","1529","1531",,,"1934"
"3","priority_inheritance_exit_latency","1000","0","2205","2214",,,"3136"
"3","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"4","context_switch_a_to_b","999","1","429","431","429","430","943"
"4","semaphore_give_to_taskb_wake","1000","0","767","773",,,"1307"
"4","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"4","tim2_irq_to_task","1000","0","728","728",,,"728"
"4","queue_wake_latency","1000","0","725","725",,,"725"
"4","queue_end_to_end_latency","1000","0","950","950",,,"950"
"4","mutex_lock_unlock","1000","0","38","38",,,"43"
"4","mutex_waiter_wake_latency","1000","0","1329","1334",,,"1736"
"4","priority_inheritance_enter_latency","1000","0","1529","1557",,,"2440"
"4","priority_inheritance_exit_latency","1000","0","2205","2211",,,"2613"
"4","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"5","context_switch_a_to_b","999","1","429","431","429","430","945"
"5","semaphore_give_to_taskb_wake","1000","0","767","772",,,"1307"
"5","sleep_1tick_extra","1000","0","1081","1083",,,"1097"
"5","tim2_irq_to_task","1000","0","728","728",,,"728"
"5","queue_wake_latency","1000","0","673","782",,,"1242"
"5","queue_end_to_end_latency","1000","0","898","1020",,,"1497"
"5","mutex_lock_unlock","1000","0","38","38",,,"43"
"5","mutex_waiter_wake_latency","1000","0","1329","1336",,,"2242"
"5","priority_inheritance_enter_latency","1000","0","1529","1552",,,"2462"
"5","priority_inheritance_exit_latency","1000","0","2205","2212",,,"3119"
"5","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"6","context_switch_a_to_b","999","1","429","432","429","430","943"
"6","semaphore_give_to_taskb_wake","1000","0","768","773",,,"1308"
"6","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"6","tim2_irq_to_task","1000","0","728","728",,,"728"
"6","queue_wake_latency","1000","0","725","725",,,"725"
"6","queue_end_to_end_latency","1000","0","950","950",,,"950"
"6","mutex_lock_unlock","1000","0","38","38",,,"509"
"6","mutex_waiter_wake_latency","1000","0","1329","1329",,,"1329"
"6","priority_inheritance_enter_latency","1000","0","1529","1532",,,"1934"
"6","priority_inheritance_exit_latency","1000","0","2205","2212",,,"2722"
"6","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"7","context_switch_a_to_b","999","1","429","431","429","430","950"
"7","semaphore_give_to_taskb_wake","1000","0","767","772",,,"1307"
"7","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
"7","tim2_irq_to_task","1000","0","728","728",,,"728"
"7","queue_wake_latency","1000","0","725","725",,,"725"
"7","queue_end_to_end_latency","1000","0","950","950",,,"950"
"7","mutex_lock_unlock","1000","0","38","38",,,"43"
"7","mutex_waiter_wake_latency","1000","0","1329","1334",,,"1736"
"7","priority_inheritance_enter_latency","1000","0","1529","1557",,,"2048"
"7","priority_inheritance_exit_latency","1000","0","2205","2211",,,"2613"
"7","soft_timer_callback_to_task","1000","0","656","678",,,"683"
"8","context_switch_a_to_b","999","1","429","431","429","430","943"
"8","semaphore_give_to_taskb_wake","1000","0","768","773",,,"1307"
"8","sleep_1tick_extra","1000","0","1076","1081",,,"1097"
