"run","tasks","rounds","round_min_cy","round_avg_cy","round_max_cy","per_switch_min_cy","per_switch_avg_cy","per_switch_max_cy"
"1","2","1000","3","800","2056","1","400","1028"
"1","8","1000","3","801","2103","0","100","262"
"1","32","1000","3","3212","10029","0","100","313"
