"step","status","required","exit_code","duration_s","command","stdout","stderr","note"
"build_f103_debug_app","SKIP","False","0","0","","","","disabled by default (64K conservative FLASH often overflows in debug profile)"
"build_f411_nucleo_debug_app","PASS","True","0","7.11","powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build_board.ps1 -Board f411-nucleo -Profile debug -Mode app","regression_runs\20260414_160139\02_build_f411_nucleo_debug_app.stdout.log","regression_runs\20260414_160139\02_build_f411_nucleo_debug_app.stderr.log",""
"build_f411_nucleo_release_app","PASS","True","0","4.07","powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build_board.ps1 -Board f411-nucleo -Profile release -Mode app","regression_runs\20260414_160139\03_build_f411_nucleo_release_app.stdout.log","regression_runs\20260414_160139\03_build_f411_nucleo_release_app.stderr.log",""
"build_f103c8_bluepill_release_app","PASS","True","0","4.08","powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build_board.ps1 -Board f103c8-bluepill -Profile release -Mode app","regression_runs\20260414_160139\04_build_f103c8_bluepill_release_app.stdout.log","regression_runs\20260414_160139\04_build_f103c8_bluepill_release_app.stderr.log",""
"build_f411_nucleo_release_bench","PASS","True","0","21.25","powershell -NoProfile -ExecutionPolicy Bypass -File scripts/build_board.ps1 -Board f411-nucleo -Profile release -Mode bench","regression_runs\20260414_160139\05_build_f411_nucleo_release_bench.stdout.log","regression_runs\20260414_160139\05_build_f411_nucleo_release_bench.stderr.log",""
"smoke_targets","SKIP","False","0","0","","","","SkipSmoke enabled"
