"timestamp","board","chip","probe","port","duration_sec","flashed","reset","boot_seen","task_banner_seen","commands_sent","commands_passed","commands_failed","health_lines","max_feeds","max_stale","max_rx_overflow","max_tx_overflow","max_cmd_drop","fault_lines","error_lines","command_failures","log"
"20260414_162904","f103rct6-generic","STM32F103RC","0483:3748","COM17","20","True","True","True","True","15","14","1","5","0","0","0","0","0","0","1","STAT","app_soak_runs\20260414_162904\session.log"
