"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"5","mutex_waiter_wake_latency","1000","0","1337","1355",,,"2256"
"5","priority_inheritance_enter_latency","1000","0","1519","1533",,,"2416"
"5","priority_inheritance_exit_latency","1000","0","2188","2214",,,"3108"
"5","soft_timer_callback_to_task","1000","0","619","619",,,"621"
"6","context_switch_a_to_b","999","1","425","428","425","426","1313"
"6","semaphore_give_to_taskb_wake","1000","0","769","774",,,"1317"
"6","sleep_1tick_extra","1000","0","999","1001",,,"1009"
"6","tim2_irq_to_task","1000","0","674","674",,,"674"
"6","queue_wake_latency","1000","0","663","663",,,"663"
"6","queue_end_to_end_latency","1000","0","881","881",,,"881"
"6","mutex_lock_unlock","1000","0","38","38",,,"44"
"6","mutex_waiter_wake_latency","1000","0","1337","1348",,,"2233"
"6","priority_inheritance_enter_latency","1000","0","1519","1536",,,"2048"
"6","priority_inheritance_exit_latency","1000","0","2188","2208",,,"3094"
"6","soft_timer_callback_to_task","1000","0","619","619",,,"621"
"7","context_switch_a_to_b","999","1","425","428","425","426","1232"
"7","semaphore_give_to_taskb_wake","1000","0","769","773",,,"1317"
"7","sleep_1tick_extra","1000","0","994","1000",,,"1005"
"7","tim2_irq_to_task","1000","0","674","674",,,"674"
"7","queue_wake_latency","1000","0","663","663",,,"663"
"7","queue_end_to_end_latency","1000","0","881","881",,,"881"
"7","mutex_lock_unlock","1000","0","38","38",,,"506"
"7","mutex_waiter_wake_latency","1000","0","1337","1346",,,"2231"
"7","priority_inheritance_enter_latency","1000","0","1519","1537",,,"2401"
"7","priority_inheritance_exit_latency","1000","0","2188","2203",,,"3088"
"7","soft_timer_callback_to_task","1000","0","619","619",,,"621"
"8","context_switch_a_to_b","999","1","425","427","425","426","939"
"8","semaphore_give_to_taskb_wake","1000","0","769","775",,,"1692"
"8","sleep_1tick_extra","1000","0","999","1002",,,"1009"
"8","tim2_irq_to_task","1000","0","674","674",,,"674"
"8","queue_wake_latency","1000","0","661","714",,,"1179"
"8","queue_end_to_end_latency","1000","0","879","944",,,"1428"
"8","mutex_lock_unlock","1000","0","38","38",,,"44"
"8","mutex_waiter_wake_latency","1000","0","1337","1349",,,"2244"
"8","priority_inheritance_enter_latency","1000","0","1519","1535",,,"2046"
"8","priority_inheritance_exit_latency","1000","0","2188","2208",,,"3101"
"8","soft_timer_callback_to_task","1000","0","619","619",,,"621"
"9","context_switch_a_to_b","999","1","425","428","425","426","939"
"9","semaphore_give_to_taskb_wake","1000","0","769","773",,,"1317"
"9","sleep_1tick_extra","1000","0","999","1001",,,"1009"
"9","tim2_irq_to_task","1000","0","674","674",,,"674"
"9","queue_wake_latency","1000","0","663","663",,,"663"
"9","queue_end_to_end_latency","1000","0","881","881",,,"881"
"9","mutex_lock_unlock","1000","0","38","38",,,"44"
"9","mutex_waiter_wake_latency","1000","0","1337","1349",,,"2231"
"9","priority_inheritance_enter_latency","1000","0","1519","1536",,,"2401"
"9","priority_inheritance_exit_latency","1000","0","2188","2208",,,"3088"
"9","soft_timer_callback_to_task","1000","0","619","619",,,"621"
"10","context_switch_a_to_b","999","1","425","428","425","426","939"
"10","semaphore_give_to_taskb_wake","1000","0","769","773",,,"1317"
"10","sleep_1tick_extra","1000","0","994","1000",,,"1005"
"10","tim2_irq_to_task","1000","0","674","674",,,"674"
"10","queue_wake_latency","1000","0","663","663",,,"663"
"10","queue_end_to_end_latency","1000","0","881","881",,,"881"
"10","mutex_lock_unlock","1000","0","38","38",,,"506"
"10","mutex_waiter_wake_latency","1000","0","1337","1348",,,"2233"
"10","priority_inheritance_enter_latency","1000","0","1519","1536",,,"2401"
"10","priority_inheritance_exit_latency","1000","0","2188","2206",,,"3090"
"10","soft_timer_callback_to_task","1000","0","619","619",,,"621"
