"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"4","semaphore_give_to_taskb_wake","1000","0","748","763",,,"1227"
"4","sleep_1tick_extra","1000","0","1031","1050",,,"1067"
"4","tim2_irq_to_task","1000","0","697","697",,,"697"
"4","queue_wake_latency","1000","0","678","678",,,"678"
"4","queue_end_to_end_latency","1000","0","834","834",,,"834"
"4","mutex_lock_unlock","1000","0","31","31",,,"497"
"4","mutex_waiter_wake_latency","1000","0","1338","1361",,,"2235"
"4","priority_inheritance_enter_latency","1000","0","1514","1518",,,"2004"
"4","priority_inheritance_exit_latency","1000","0","2201","2232",,,"3099"
"4","soft_timer_callback_to_task","1000","0","647","673",,,"676"
"5","context_switch_a_to_b","999","1","415","418","416","416","1200"
"5","semaphore_give_to_taskb_wake","1000","0","748","763",,,"1227"
"5","sleep_1tick_extra","1000","0","1052","1055",,,"1067"
"5","tim2_irq_to_task","1000","0","697","697",,,"697"
"5","queue_wake_latency","1000","0","678","678",,,"678"
"5","queue_end_to_end_latency","1000","0","834","834",,,"834"
"5","mutex_lock_unlock","1000","0","31","31",,,"38"
"5","mutex_waiter_wake_latency","1000","0","1340","1363",,,"2216"
"5","priority_inheritance_enter_latency","1000","0","1515","1515",,,"1646"
"5","priority_inheritance_exit_latency","1000","0","2203","2235",,,"3083"
"5","soft_timer_callback_to_task","1000","0","647","673",,,"676"
"6","context_switch_a_to_b","999","1","415","419","416","416","1256"
"6","semaphore_give_to_taskb_wake","1000","0","748","762",,,"1227"
"6","sleep_1tick_extra","1000","0","1052","1055",,,"1067"
"6","tim2_irq_to_task","1000","0","697","697",,,"697"
"6","queue_wake_latency","1000","0","678","678",,,"678"
"6","queue_end_to_end_latency","1000","0","834","834",,,"834"
"6","mutex_lock_unlock","1000","0","31","31",,,"38"
"6","mutex_waiter_wake_latency","1000","0","1338","1343",,,"1830"
"6","priority_inheritance_enter_latency","1000","0","1515","1523",,,"2368"
"6","priority_inheritance_exit_latency","1000","0","2201","2210",,,"2702"
"6","soft_timer_callback_to_task","1000","0","647","675",,,"811"
"7","context_switch_a_to_b","999","1","415","417","416","416","901"
"7","semaphore_give_to_taskb_wake","1000","0","748","748",,,"905"
"7","sleep_1tick_extra","1000","0","1033","1054",,,"1067"
"7","tim2_irq_to_task","1000","0","697","697",,,"697"
"7","queue_wake_latency","1000","0","678","678",,,"678"
"7","queue_end_to_end_latency","1000","0","834","834",,,"834"
"7","mutex_lock_unlock","1000","0","31","31",,,"38"
"7","mutex_waiter_wake_latency","1000","0","1338","1354",,,"2235"
"7","priority_inheritance_enter_latency","1000","0","1515","1522",,,"2006"
"7","priority_inheritance_exit_latency","1000","0","2201","2224",,,"3099"
"7","soft_timer_callback_to_task","1000","0","647","673",,,"676"
"8","context_switch_a_to_b","999","1","415","419","416","416","1256"
"8","semaphore_give_to_taskb_wake","1000","0","748","748",,,"909"
"8","sleep_1tick_extra","1000","0","1052","1055",,,"1067"
"8","tim2_irq_to_task","1000","0","697","697",,,"697"
"8","queue_wake_latency","1000","0","678","678",,,"678"
"8","queue_end_to_end_latency","1000","0","834","834",,,"834"
"8","mutex_lock_unlock","1000","0","31","31",,,"38"
"8","mutex_waiter_wake_latency","1000","0","1338","1353",,,"2216"
"8","priority_inheritance_enter_latency","1000","0","1515","1523",,,"2500"
"8","priority_inheritance_exit_latency","1000","0","2201","2223",,,"3083"
"8","soft_timer_callback_to_task","1000","0","647","686",,,"811"
"9","context_switch_a_to_b","999","1","415","419","416","416","1252"
"9","semaphore_give_to_taskb_wake","1000","0","748","748",,,"769"
"9","sleep_1tick_extra","1000","0","1031","1049",,,"1056"
"9","tim2_irq_to_task","1000","0","697","697",,,"697"
"9","queue_wake_latency","1000","0","678","678",,,"678"
"9","queue_end_to_end_latency","1000","0","834","834",,,"834"
"9","mutex_lock_unlock","1000","0","31","31",,,"498"
"9","mutex_waiter_wake_latency","1000","0","1338","1348",,,"1830"
"9","priority_inheritance_enter_latency","1000","0","1515","1522",,,"2368"
"9","priority_inheritance_exit_latency","1000","0","2201","2220",,,"3079"
"9","soft_timer_callback_to_task","1000","0","647","673",,,"676"
"10","context_switch_a_to_b","999","1","415","417","416","416","901"
"10","semaphore_give_to_taskb_wake","1000","0","748","748",,,"1259"
"10","sleep_1tick_extra","1000","0","1031","1050",,,"1067"
"10","tim2_irq_to_task","1000","0","697","697",,,"697"
"10","queue_wake_latency","1000","0","678","678",,,"678"
"10","queue_end_to_end_latency","1000","0","834","834",,,"834"
"10","mutex_lock_unlock","1000","0","31","31",,,"38"
"10","mutex_waiter_wake_latency","1000","0","1338","1358",,,"2235"
"10","priority_inheritance_enter_latency","1000","0","1514","1519",,,"2008"
"10","priority_inheritance_exit_latency","1000","0","2201","2229",,,"3099"
"10","soft_timer_callback_to_task","1000","0","647","673",,,"676"
