"run","tasks","rounds","round_min_cy","round_avg_cy","round_max_cy","per_switch_min_cy","per_switch_avg_cy","per_switch_max_cy"
"1","2","1000","3","809","2097","1","404","1048"
"1","8","1000","3","810","2898","0","101","362"
"1","32","1000","3","3655","7756","0","114","242"
