"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"12","queue_end_to_end_latency","1000","0","890","890",,,"890"
"12","mutex_lock_unlock","1000","0","40","40",,,"45"
"12","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"12","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"12","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"12","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"13","context_switch_a_to_b","999","1","438","441","438","438","974"
"13","semaphore_give_to_taskb_wake","1000","0","807","820",,,"1376"
"13","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"13","tim2_irq_to_task","1000","0","701","701",,,"701"
"13","queue_wake_latency","1000","0","694","694",,,"694"
"13","queue_end_to_end_latency","1000","0","890","890",,,"890"
"13","mutex_lock_unlock","1000","0","40","40",,,"531"
"13","mutex_waiter_wake_latency","1000","0","1408","1417",,,"2350"
"13","priority_inheritance_enter_latency","1000","0","1604","1622",,,"2534"
"13","priority_inheritance_exit_latency","1000","0","2296","2314",,,"3241"
"13","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"14","context_switch_a_to_b","999","1","438","441","438","438","981"
"14","semaphore_give_to_taskb_wake","1000","0","813","819",,,"1769"
"14","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"14","tim2_irq_to_task","1000","0","701","701",,,"701"
"14","queue_wake_latency","1000","0","694","694",,,"694"
"14","queue_end_to_end_latency","1000","0","890","890",,,"890"
"14","mutex_lock_unlock","1000","0","40","40",,,"531"
"14","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"14","priority_inheritance_enter_latency","1000","0","1604","1618",,,"2169"
"14","priority_inheritance_exit_latency","1000","0","2296","2315",,,"3241"
"14","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"15","context_switch_a_to_b","999","1","438","441","438","438","980"
"15","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1376"
"15","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"15","tim2_irq_to_task","1000","0","701","752",,,"1235"
"15","queue_wake_latency","1000","0","694","694",,,"694"
"15","queue_end_to_end_latency","1000","0","890","890",,,"890"
"15","mutex_lock_unlock","1000","0","40","40",,,"45"
"15","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"15","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"15","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"15","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"16","context_switch_a_to_b","999","1","438","441","438","438","980"
"16","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1752"
"16","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"16","tim2_irq_to_task","1000","0","701","752",,,"1235"
"16","queue_wake_latency","1000","0","694","694",,,"694"
"16","queue_end_to_end_latency","1000","0","890","890",,,"890"
"16","mutex_lock_unlock","1000","0","40","40",,,"45"
"16","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"16","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"16","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"16","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"17","context_switch_a_to_b","999","1","438","440","438","438","983"
"17","semaphore_give_to_taskb_wake","1000","0","807","818",,,"1771"
"17","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"17","tim2_irq_to_task","1000","0","701","701",,,"701"
"17","queue_wake_latency","1000","0","694","694",,,"694"
"17","queue_end_to_end_latency","1000","0","890","890",,,"890"
"17","mutex_lock_unlock","1000","0","40","40",,,"45"
"17","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"17","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2155"
"17","priority_inheritance_exit_latency","1000","0","2296","2313",,,"3241"
"17","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"18","context_switch_a_to_b","999","1","438","440","438","438","983"
"18","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1750"
"18","sleep_1tick_extra","1000","0","1070","1070",,,"1071"
"18","tim2_irq_to_task","1000","0","701","752",,,"1235"
"18","queue_wake_latency","1000","0","694","694",,,"694"
"18","queue_end_to_end_latency","1000","0","890","890",,,"890"
"18","mutex_lock_unlock","1000","0","40","40",,,"45"
"18","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"18","priority_inheritance_enter_latency","1000","0","1604","1621",,,"2534"
"18","priority_inheritance_exit_latency","1000","0","2296","2313",,,"3246"
"18","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"19","context_switch_a_to_b","999","1","438","442","438","438","1781"
"19","semaphore_give_to_taskb_wake","1000","0","807","821",,,"1769"
"19","sleep_1tick_extra","1000","0","1070","1070",,,"1071"
"19","tim2_irq_to_task","1000","0","701","701",,,"701"
"19","queue_wake_latency","1000","0","694","748",,,"1229"
"19","queue_end_to_end_latency","1000","0","890","956",,,"1455"
"19","mutex_lock_unlock","1000","0","40","40",,,"172"
"19","mutex_waiter_wake_latency","1000","0","1408","1417",,,"1945"
"19","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"19","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3232"
"19","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"20","context_switch_a_to_b","999","1","438","441","438","438","981"
"20","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1376"
"20","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"20","tim2_irq_to_task","1000","0","701","752",,,"1235"
"20","queue_wake_latency","1000","0","694","694",,,"694"
"20","queue_end_to_end_latency","1000","0","890","890",,,"890"
"20","mutex_lock_unlock","1000","0","40","40",,,"45"
"20","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"20","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"20","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"20","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"21","context_switch_a_to_b","999","1","438","441","438","438","980"
"21","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1752"
"21","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"21","tim2_irq_to_task","1000","0","701","752",,,"1235"
"21","queue_wake_latency","1000","0","694","694",,,"694"
"21","queue_end_to_end_latency","1000","0","890","890",,,"890"
"21","mutex_lock_unlock","1000","0","40","40",,,"45"
"21","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"21","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"21","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"21","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"22","context_switch_a_to_b","999","1","438","441","438","438","980"
"22","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1752"
"22","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"22","tim2_irq_to_task","1000","0","701","752",,,"1235"
"22","queue_wake_latency","1000","0","694","694",,,"694"
"22","queue_end_to_end_latency","1000","0","890","890",,,"890"
"22","mutex_lock_unlock","1000","0","40","40",,,"45"
"22","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"22","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"22","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"22","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"23","context_switch_a_to_b","999","1","438","441","438","438","980"
"23","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1376"
"23","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"23","tim2_irq_to_task","1000","0","701","752",,,"1235"
"23","queue_wake_latency","1000","0","694","694",,,"694"
"23","queue_end_to_end_latency","1000","0","890","890",,,"890"
"23","mutex_lock_unlock","1000","0","40","40",,,"45"
"23","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"23","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"23","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"23","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"24","context_switch_a_to_b","999","1","438","442","438","438","1781"
"24","semaphore_give_to_taskb_wake","1000","0","807","815",,,"1375"
"24","sleep_1tick_extra","1000","0","1070","1070",,,"1071"
"24","tim2_irq_to_task","1000","0","701","701",,,"701"
"24","queue_wake_latency","1000","0","692","694",,,"717"
"24","queue_end_to_end_latency","1000","0","888","890",,,"913"
"24","mutex_lock_unlock","1000","0","40","40",,,"45"
"24","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"24","priority_inheritance_enter_latency","1000","0","1604","1622",,,"2703"
"24","priority_inheritance_exit_latency","1000","0","2296","2313",,,"3369"
"24","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"25","context_switch_a_to_b","999","1","438","441","438","438","980"
"25","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1752"
"25","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"25","tim2_irq_to_task","1000","0","701","752",,,"1235"
"25","queue_wake_latency","1000","0","694","694",,,"694"
"25","queue_end_to_end_latency","1000","0","890","890",,,"890"
"25","mutex_lock_unlock","1000","0","40","40",,,"45"
"25","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"25","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"25","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"25","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"26","context_switch_a_to_b","999","1","438","441","438","438","1781"
"26","semaphore_give_to_taskb_wake","1000","0","807","818",,,"1776"
"26","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"26","tim2_irq_to_task","1000","0","701","701",,,"701"
"26","queue_wake_latency","1000","0","694","747",,,"1229"
"26","queue_end_to_end_latency","1000","0","890","956",,,"1455"
"26","mutex_lock_unlock","1000","0","40","40",,,"577"
"26","mutex_waiter_wake_latency","1000","0","1408","1419",,,"2350"
"26","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"26","priority_inheritance_exit_latency","1000","0","2296","2314",,,"3241"
"26","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"27","context_switch_a_to_b","999","1","438","441","438","438","1781"
"27","semaphore_give_to_taskb_wake","1000","0","812","819",,,"1376"
"27","sleep_1tick_extra","1000","0","1067","1080",,,"1202"
"27","tim2_irq_to_task","1000","0","701","714",,,"1235"
"27","queue_wake_latency","1000","0","694","694",,,"694"
"27","queue_end_to_end_latency","1000","0","890","890",,,"890"
"27","mutex_lock_unlock","1000","0","40","40",,,"45"
"27","mutex_waiter_wake_latency","1000","0","1408","1418",,,"1951"
"27","priority_inheritance_enter_latency","1000","0","1604","1622",,,"2534"
"27","priority_inheritance_exit_latency","1000","0","2296","2314",,,"3246"
"27","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"28","context_switch_a_to_b","999","1","438","442","438","438","1781"
"28","semaphore_give_to_taskb_wake","1000","0","812","819",,,"1376"
"28","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"28","tim2_irq_to_task","1000","0","701","701",,,"701"
"28","queue_wake_latency","1000","0","694","694",,,"694"
"28","queue_end_to_end_latency","1000","0","890","890",,,"890"
"28","mutex_lock_unlock","1000","0","40","40",,,"45"
"28","mutex_waiter_wake_latency","1000","0","1408","1418",,,"1956"
"28","priority_inheritance_enter_latency","1000","0","1604","1618",,,"2534"
"28","priority_inheritance_exit_latency","1000","0","2296","2313",,,"3241"
"28","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"29","context_switch_a_to_b","999","1","438","441","438","438","980"
"29","semaphore_give_to_taskb_wake","1000","0","812","820",,,"1376"
"29","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"29","tim2_irq_to_task","1000","0","701","752",,,"1235"
"29","queue_wake_latency","1000","0","694","694",,,"694"
"29","queue_end_to_end_latency","1000","0","890","890",,,"890"
"29","mutex_lock_unlock","1000","0","40","40",,,"45"
"29","mutex_waiter_wake_latency","1000","0","1408","1418",,,"2350"
"29","priority_inheritance_enter_latency","1000","0","1604","1620",,,"2534"
"29","priority_inheritance_exit_latency","1000","0","2296","2312",,,"3241"
"29","soft_timer_callback_to_task","1000","0","656","656",,,"658"
"30","context_switch_a_to_b","999","1","438","442","438","438","1781"
"30","semaphore_give_to_taskb_wake","1000","0","807","820",,,"1769"
"30","sleep_1tick_extra","1000","0","1070","1070",,,"1070"
"30","tim2_irq_to_task","1000","0","701","701",,,"701"
"30","queue_wake_latency","1000","0","694","694",,,"694"
"30","queue_end_to_end_latency","1000","0","890","890",,,"890"
"30","mutex_lock_unlock","1000","0","40","40",,,"531"
"30","mutex_waiter_wake_latency","1000","0","1408","1417",,,"1954"
"30","priority_inheritance_enter_latency","1000","0","1604","1621",,,"2534"
"30","priority_inheritance_exit_latency","1000","0","2296","2313",,,"3244"
"30","soft_timer_callback_to_task","1000","0","656","656",,,"658"
